,gtfs_stop_id,stop_name,borough,gtfs_latitude,gtfs_longitude,north_direction_label,south_direction_label,daytime_routes,structure,ada
125,L15,Jefferson St,Brooklyn,40.706607,-73.922913,Manhattan,Outbound,L,Subway,0
126,L16,DeKalb Av,Brooklyn,40.703811,-73.918425,Manhattan,Outbound,L,Subway,0
127,L17,Myrtle-Wyckoff Avs,Brooklyn,40.699814,-73.911586,Manhattan,Outbound,L,Subway,1
128,L19,Halsey St,Queens,40.695602,-73.904084,Manhattan,Outbound,L,Subway,0
129,L20,Wilson Av,Brooklyn,40.688764,-73.904046,Manhattan,Outbound,L,Subway,2
130,L21,Bushwick Av-Aberdeen St,Brooklyn,40.682829,-73.905249,Manhattan,Outbound,L,Subway,0
131,L22,Broadway Junction,Brooklyn,40.678856,-73.90324,Manhattan,Outbound,L,Elevated,0
132,L24,Atlantic Av,Brooklyn,40.675345,-73.903097,Manhattan,Canarsie,L,Elevated,0
133,L25,Sutter Av,Brooklyn,40.669367,-73.901975,Manhattan,Canarsie,L,Elevated,0
134,L26,Livonia Av,Brooklyn,40.664038,-73.900571,Manhattan,Canarsie,L,Elevated,1
135,L27,New Lots Av,Brooklyn,40.658733,-73.899232,Manhattan,Canarsie,L,Elevated,0
136,L28,East 105 St,Brooklyn,40.650573,-73.899485,Manhattan,Canarsie,L,At Grade,0
137,L29,Canarsie-Rockaway Pkwy,Brooklyn,40.646654,-73.90185,Manhattan,Last Stop,L,At Grade,1
138,S01,Franklin Av,Brooklyn,40.680596,-73.955827,Last Stop,Prospect Park,S,Elevated,1
139,S03,Park Pl,Brooklyn,40.674772,-73.957624,Franklin Av,Prospect Park,S,Open Cut,1
140,S04,Botanic Garden,Brooklyn,40.670343,-73.959245,Franklin Av,Prospect Park,S,Open Cut,0
141,A02,Inwood-207 St,Manhattan,40.868072,-73.919899,Last Stop,Downtown,A,Subway,1
142,A03,Dyckman St,Manhattan,40.865491,-73.927271,Uptown,Downtown,A,Subway,0
143,A05,190 St,Manhattan,40.859022,-73.93418,Uptown,Downtown,A,Subway,0
144,A06,181 St,Manhattan,40.851695,-73.937969,Uptown,Downtown,A,Subway,1
145,A07,175 St,Manhattan,40.847391,-73.939704,Uptown,Downtown,A,Subway,1
146,A09,168 St,Manhattan,40.840719,-73.939561,Uptown,Downtown,A C,Subway,1
147,A10,163 St-Amsterdam Av,Manhattan,40.836013,-73.939892,Uptown,Downtown,C,Subway,0
148,A11,155 St,Manhattan,40.830518,-73.941514,Uptown,Downtown,C,Subway,0
149,A12,145 St,Manhattan,40.824783,-73.944216,Uptown,Downtown,A C,Subway,0
150,D13,145 St,Manhattan,40.824783,-73.944216,Uptown,Downtown,B D,Subway,0
151,A14,135 St,Manhattan,40.817894,-73.947649,Uptown,Downtown,C B,Subway,0
152,A15,125 St,Manhattan,40.811109,-73.952343,Uptown,Downtown,A C B D,Subway,1
153,A16,116 St,Manhattan,40.805085,-73.954882,Uptown,Downtown,C B,Subway,0
154,A17,Cathedral Pkwy (110 St),Manhattan,40.800603,-73.958161,Uptown,Downtown,C B,Subway,0
155,A18,103 St,Manhattan,40.796092,-73.961454,Uptown,Downtown,C B,Subway,0
156,A19,96 St,Manhattan,40.791642,-73.964696,Uptown,Downtown,C B,Subway,0
157,A20,86 St,Manhattan,40.785868,-73.968916,Uptown,Downtown,C B,Subway,0
158,A21,81 St-Museum of Natural History,Manhattan,40.781433,-73.972143,Uptown,Downtown,C B,Subway,0
159,A22,72 St,Manhattan,40.775594,-73.97641,Uptown,Downtown,C B,Subway,0
160,A24,59 St-Columbus Circle,Manhattan,40.768296,-73.981736,Uptown,Downtown,A C B D,Subway,1
161,A25,50 St,Manhattan,40.762456,-73.985984,Uptown,Downtown,C E,Subway,2
162,A27,42 St-Port Authority Bus Terminal,Manhattan,40.757308,-73.989735,Uptown,Downtown,A C E,Subway,1
163,A28,34 St-Penn Station,Manhattan,40.752287,-73.993391,Uptown,Downtown,A C E,Subway,1
164,A30,23 St,Manhattan,40.745906,-73.998041,Uptown,Downtown,C E,Subway,0
165,A31,14 St,Manhattan,40.740893,-74.00169,Uptown,Downtown,A C E,Subway,1
166,A32,W 4 St-Wash Sq,Manhattan,40.732338,-74.000495,Uptown,Downtown,A C E,Subway,1
167,D20,W 4 St-Wash Sq,Manhattan,40.732338,-74.000495,Uptown,Downtown,B D F M,Subway,1
168,A33,Spring St,Manhattan,40.726227,-74.003739,Uptown,Downtown,C E,Subway,0
169,A34,Canal St,Manhattan,40.720824,-74.005229,Uptown,Downtown,A C E,Subway,0
170,A36,Chambers St,Manhattan,40.714111,-74.008585,Uptown,Brooklyn,A C,Subway,0
171,E01,World Trade Center,Manhattan,40.712582,-74.009781,Uptown,Last Stop,E,Subway,1
172,A38,Fulton St,Manhattan,40.710197,-74.007691,Uptown,Brooklyn,A C,Subway,1
173,A40,High St,Brooklyn,40.699337,-73.990531,Manhattan,Outbound,A C,Subway,0
174,A41,Jay St-MetroTech,Brooklyn,40.692338,-73.987342,Manhattan,Outbound,A C F,Subway,1
175,A42,Hoyt-Schermerhorn Sts,Brooklyn,40.688484,-73.985001,Westbound,Queens,A C G,Subway,0
176,A43,Lafayette Av,Brooklyn,40.686113,-73.973946,Manhattan,Outbound,C,Subway,0
177,A44,Clinton-Washington Avs,Brooklyn,40.683263,-73.965838,Manhattan,Outbound,C,Subway,0
178,A45,Franklin Av,Brooklyn,40.68138,-73.956848,Manhattan,Outbound,C,Subway,1
179,A46,Nostrand Av,Brooklyn,40.680438,-73.950426,Manhattan,Outbound,A C,Subway,0
180,A47,Kingston-Throop Avs,Brooklyn,40.679921,-73.940858,Manhattan,Outbound,C,Subway,0
181,A48,Utica Av,Brooklyn,40.679364,-73.930729,Manhattan,Outbound,A C,Subway,1
182,A49,Ralph Av,Brooklyn,40.678822,-73.920786,Manhattan,Outbound,C,Subway,0
183,A50,Rockaway Av,Brooklyn,40.67834,-73.911946,Manhattan,Outbound,C,Subway,0
184,A51,Broadway Junction,Brooklyn,40.678334,-73.905316,Manhattan,Outbound,A C,Subway,0
185,A52,Liberty Av,Brooklyn,40.674542,-73.896548,Manhattan,Outbound,C,Subway,0
186,A53,Van Siclen Av,Brooklyn,40.67271,-73.890358,Manhattan,Outbound,C,Subway,0
187,A54,Shepherd Av,Brooklyn,40.67413,-73.88075,Manhattan,Outbound,C,Subway,0
188,A55,Euclid Av,Brooklyn,40.675377,-73.872106,Manhattan,Queens,A C,Subway,1
189,A57,Grant Av,Brooklyn,40.677044,-73.86505,Manhattan,Queens,A,Subway,0
190,A59,80 St,Queens,40.679371,-73.858992,Manhattan,Outbound,A,Elevated,0
